Data;Fornecedor;NomeComercial;Categoria;LojaEntreposto;CodArtigo;DscArtigo;Ean;VPN;TipoArtigo;Marca;Coleccao;Quant;Valor;Column1
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L3596 - WLS CARREGADO;7479541;TESTE GRAVIDEZ DIG ULTRA ANTEC CLEARBLUE;6602797;-1;Permanente;CLEARBLUE;;6;94,8;WLS CARREGADO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L5729 - WLS COVA DA PIEDADE;5218361;TESTE GRAVIDEZ 1 MINUTO CLEARBLUE;8700216571104;-1;Permanente;CLEARBLUE;;2;16;WLS COVA DA PIEDADE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L2411 - WLS FRANCISC METRASS;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;10;54,9;WLS FRANCISC METRASS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0085 - WLS BARCELOS MDL;5218361;TESTE GRAVIDEZ 1 MINUTO CLEARBLUE;8700216571104;-1;Permanente;CLEARBLUE;;15;120;WLS BARCELOS MDL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L0697 - WLS ALCOBAÇA;4995991;ELÁS CREME 100GR;5157250;-1;Permanente;ELAS;;1;15,99;WLS ALCOBAÇA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L2295 - WLS RIBEIRA BRAVA;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;5;71,4;WLS RIBEIRA BRAVA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L1838 - WLS MONUMENTAL;8099129;TESTE GRAVIDEZ 6 DIAS X 2 CLEARBLUE;8700216526067;-1;Permanente;CLEARBLUE;;6;81,6;WLS MONUMENTAL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0048 - WLS PALMELA;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;5;27,45;WLS PALMELA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L3627 - WLS FARO MONTENEGRO;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;1;14,56;WLS FARO MONTENEGRO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L4548 - WLS MONTE DA VIRGEM;7528978;KUKIDENT PRO ULTIMATE SABOR FRESCO 40G¿;8001841795638;-1;Permanente;KUKIDENT;;4;53,96;WLS MONTE DA VIRGEM
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7104 - orl;L0448 - WLS VISEU;8608737;VICKS PROTEÇÃO 20ML;8006530130622;-1;Permanente;VICKS;;1;9,5;WLS VISEU
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7104 - orl;L6085 - WLS CARTAXO;8423873;ZZZQUIL TIRAS NASAIS 26UN;7494625;-1;Permanente;ZZZQUIL;;1;24,99;WLS CARTAXO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L3200 - WLS GRIJÓ;8190318;VICKS XAROPE EXPECTORANTE MEL 180ML;8700216325271;-1;Permanente;VICKS;;5;54,95;WLS GRIJÓ
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L1158 - WLS RÉGUA;7673167;ZZZQUILL MANGA BANANA 30 GOMAS;7492611;-1;Permanente;ZZZQUIL;;1;18,03;WLS RÉGUA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0961 - WLS Aveiro Rua;2997718;VICKS VAPORUB POMADA 50G;5601059001021;-1;Permanente;VICKS;;6;53,88;WLS Aveiro Rua
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1147 - WLS OLIVEIRA AZEMEIS;6697571;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 57G;8700216594868;-1;Permanente;KUKIDENT;;5;83,95;WLS OLIVEIRA AZEMEIS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L3622 - WLS LISBOA MARECHAL;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;8;43,92;WLS LISBOA MARECHAL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L3623 - WLS PORTALEGRE;7925014;ESCOVA ELÉTRICA VITALITY PRO AZUL ORAL-B;8700216317788;-1;Permanente;ORAL-B;;1;33,99;WLS PORTALEGRE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L6533 - WLS BAGUIM DO MONTE;5182926;GRIPONAL 20 COMP. EFERVESCENTES;5472949;-1;Permanente;GRIPONAL;;6;67,8;WLS BAGUIM DO MONTE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L2844 - WLS MINHO CENTER;8399872;ZZZQUIL FORTE 60 GOMAS;7532242;-1;Permanente;ZZZQUIL;;16;479,84;WLS MINHO CENTER
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7004 - trat dermat e outros;L5480 - WLS MOURA;4703887;CEBIOLON GOTAS;9869800;-1;Permanente;CEBIOLON;;1;6,09;WLS MOURA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0082 - WLS MANGUALDE;5152288;VICKS SINEX SENSI ALOE VERA 15ML;5011321836648;-1;Permanente;VICKS;;9;81;WLS MANGUALDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0886 - WLS ÉVORA;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;11;54,45;WLS ÉVORA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1031 - WLS STO ANT CAVALEIR;7009062;IRRIGADOR AQUA CARE ORAL B UN;4210201436294;-1;Permanente;ORAL-B;;1;119,99;WLS STO ANT CAVALEIR
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L8462 - WLS MONTE CAPARICA;7528978;KUKIDENT PRO ULTIMATE SABOR FRESCO 40G¿;8001841795638;-1;Permanente;KUKIDENT;;4;53,96;WLS MONTE CAPARICA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L0343 - WLS AMARANTE;5182926;GRIPONAL 20 COMP. EFERVESCENTES;5472949;-1;Permanente;GRIPONAL;;15;169,5;WLS AMARANTE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L1158 - WLS RÉGUA;6780529;VICKS SINEX RESPIR 10ML;5670815;-1;Permanente;VICKS;;3;27;WLS RÉGUA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L1160 - WLS MONTELAVAR;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;3;14,35;WLS MONTELAVAR
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L1623 - WLS ÍLHAVO;7479541;TESTE GRAVIDEZ DIG ULTRA ANTEC CLEARBLUE;6602797;-1;Permanente;CLEARBLUE;;5;79;WLS ÍLHAVO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L3201 - WLS VENDAS NOVAS;8099129;TESTE GRAVIDEZ 6 DIAS X 2 CLEARBLUE;8700216526067;-1;Permanente;CLEARBLUE;;2;27,2;WLS VENDAS NOVAS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0794 - WLS S FELIX MARINHA;8428422;KUKIDENT PRO FIXAÇÃO TODO DIA FRESC 47G;8700216596480;-1;Permanente;KUKIDENT;;4;40,76;WLS S FELIX MARINHA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L3019 - WLS LOUSADA;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;1;14,56;WLS LOUSADA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L3621 - WLS BRG NOVA ARCADA;8099129;TESTE GRAVIDEZ 6 DIAS X 2 CLEARBLUE;8700216526067;-1;Permanente;CLEARBLUE;;7;95,2;WLS BRG NOVA ARCADA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0774 - WLS MOITA;8399872;ZZZQUIL FORTE 60 GOMAS;7532242;-1;Permanente;ZZZQUIL;;1;29,99;WLS MOITA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L1523 - WLS OLHÃO MDL;2997718;VICKS VAPORUB POMADA 50G;5601059001021;-1;Permanente;VICKS;;6;53,88;WLS OLHÃO MDL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L6525 - WLS VIA CATARINA;4670511;TESTE GRAVIDEZ INDICADOR SEMAN CLEARBLUE;5013965723407;-1;Permanente;CLEARBLUE;;3;47,4;WLS VIA CATARINA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1710 - WLS Garrett;8181953;KUKIDENT PRO ULTIMATE SABOR FRESCO 57G¿;8006540427170;-1;Permanente;KUKIDENT;;2;35,58;WLS Garrett
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7503 - higiene do bebé;L0951 - WLS MONTIJO MDL;6394062;BABYRUB 50 GR VICKS;8470001846150;-1;Permanente;VICKS;;1;8,36;WLS MONTIJO MDL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L1710 - WLS Garrett;7407620;ZZZQUIL MELATONINA 30 GOMAS;7492595;-1;Permanente;ZZZQUIL;;15;256,95;WLS Garrett
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0492 - WLS SANTO TIRSO;5152288;VICKS SINEX SENSI ALOE VERA 15ML;5011321836648;-1;Permanente;VICKS;;2;18;WLS SANTO TIRSO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0766 - WLS VASCO DA GAMA;8428422;KUKIDENT PRO FIXAÇÃO TODO DIA FRESC 47G;8700216596480;-1;Permanente;KUKIDENT;;3;30,57;WLS VASCO DA GAMA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L9084 - WLS BREJOS AZEITÃO;5218279;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 40G;8470001618801;-1;Permanente;KUKIDENT;;5;59,95;WLS BREJOS AZEITÃO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L3772 - WLS ELIAS GARCIA;7407622;ZZZQUIL MELATONINA 60 GOMAS;7492603;-1;Permanente;ZZZQUIL;;2;51,3;WLS ELIAS GARCIA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0755 - WLS LEIRIA SHOPPING;8399872;ZZZQUIL FORTE 60 GOMAS;7532242;-1;Permanente;ZZZQUIL;;15;449,85;WLS LEIRIA SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L4969 - WLS CANCELA;2997718;VICKS VAPORUB POMADA 50G;5601059001021;-1;Permanente;VICKS;;1;8,98;WLS CANCELA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L3581 - WLS ALTO DO LUMIAR;8190318;VICKS XAROPE EXPECTORANTE MEL 180ML;8700216325271;-1;Permanente;VICKS;;3;32,97;WLS ALTO DO LUMIAR
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L8462 - WLS MONTE CAPARICA;5218361;TESTE GRAVIDEZ 1 MINUTO CLEARBLUE;8700216571104;-1;Permanente;CLEARBLUE;;6;48;WLS MONTE CAPARICA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L3570 - WLS TIRES;5218279;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 40G;8470001618801;-1;Permanente;KUKIDENT;;3;35,97;WLS TIRES
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L2298 - WLS S MARTINHO;7407620;ZZZQUIL MELATONINA 30 GOMAS;7492595;-1;Permanente;ZZZQUIL;;7;119,91;WLS S MARTINHO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0746 - WLS MARINHA GRANDE;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;5;71,4;WLS MARINHA GRANDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L2296 - WLS CAMACHA;2997715;VICKS INALADOR 1G;5410076916825;-1;Permanente;VICKS;;1;4,95;WLS CAMACHA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0855 - WLS T VEDRAS MDL;7407620;ZZZQUIL MELATONINA 30 GOMAS;7492595;-1;Permanente;ZZZQUIL;;20;342,6;WLS T VEDRAS MDL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L0343 - WLS AMARANTE;8094748;ELAS 50G;8006540730607;-1;Permanente;ELAS;;2;16,7;WLS AMARANTE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L1147 - WLS OLIVEIRA AZEMEIS;8399872;ZZZQUIL FORTE 60 GOMAS;7532242;-1;Permanente;ZZZQUIL;;5;149,95;WLS OLIVEIRA AZEMEIS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0776 - WLS MADEIRA SHOPPING;6081764;TESTE GRAVIDEZ 6 DIAS CLEARBLUE;8700216570961;-1;Permanente;CLEARBLUE;;26;252,2;WLS MADEIRA SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0757 - WLS REGUENGOS;7528978;KUKIDENT PRO ULTIMATE SABOR FRESCO 40G¿;8001841795638;-1;Permanente;KUKIDENT;;1;13,49;WLS REGUENGOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L4822 - WLS LEÇA PALMEIRA G;8428119;KUKIDENT PRO SEM SABOR 47G;8700216594745;-1;Permanente;KUKIDENT;;6;61,14;WLS LEÇA PALMEIRA G
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0048 - WLS PALMELA;8190318;VICKS XAROPE EXPECTORANTE MEL 180ML;8700216325271;-1;Permanente;VICKS;;2;21,98;WLS PALMELA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L3393 - WLS ESPINHO;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;1;14,28;WLS ESPINHO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0734 - WLS ALHOS VEDROS;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;4;58,24;WLS ALHOS VEDROS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1146 - WLS PAÇOS FERREIRA;6697571;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 57G;8700216594868;-1;Permanente;KUKIDENT;;1;16,79;WLS PAÇOS FERREIRA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0083 - WLS MEM MARTINS;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;4;57,12;WLS MEM MARTINS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0673 - WLS VIVEIROS;5152288;VICKS SINEX SENSI ALOE VERA 15ML;5011321836648;-1;Permanente;VICKS;;8;71,28;WLS VIVEIROS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L5042 - WLS ALGÉS;4670511;TESTE GRAVIDEZ INDICADOR SEMAN CLEARBLUE;5013965723407;-1;Permanente;CLEARBLUE;;10;158;WLS ALGÉS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0673 - WLS VIVEIROS;7397721;KUKIDENT PRO FIXAÇÃO DIA SABOR FRESC 70G;8700216596541;-1;Permanente;KUKIDENT;;1;14,56;WLS VIVEIROS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0767 - WLS COIMBRA SHOPPING;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;15;81,8;WLS COIMBRA SHOPPING
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0856 - WLS PAREDES;6697571;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 57G;8700216594868;-1;Permanente;KUKIDENT;;5;83,95;WLS PAREDES
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L4677 - WLS MOSCAVIDE;7407620;ZZZQUIL MELATONINA 30 GOMAS;7492595;-1;Permanente;ZZZQUIL;;5;85,65;WLS MOSCAVIDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L1150 - WLS PORTIMÃO CNT;4670511;TESTE GRAVIDEZ INDICADOR SEMAN CLEARBLUE;5013965723407;-1;Permanente;CLEARBLUE;;11;173,8;WLS PORTIMÃO CNT
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L3201 - WLS VENDAS NOVAS;4670511;TESTE GRAVIDEZ INDICADOR SEMAN CLEARBLUE;5013965723407;-1;Permanente;CLEARBLUE;;4;63,2;WLS VENDAS NOVAS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0733 - WLS CANTANHEDE;8428422;KUKIDENT PRO FIXAÇÃO TODO DIA FRESC 47G;8700216596480;-1;Permanente;KUKIDENT;;2;20,38;WLS CANTANHEDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L1012 - WLS MOZELOS;7942847;ZZZQUIL FORTE SONO 30GOMAS;7492587;-1;Permanente;ZZZQUIL;;1;21,63;WLS MOZELOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L3621 - WLS BRG NOVA ARCADA;4670511;TESTE GRAVIDEZ INDICADOR SEMAN CLEARBLUE;5013965723407;-1;Permanente;CLEARBLUE;;16;252,8;WLS BRG NOVA ARCADA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L5559 - WLS COVILHÃ CANHOSO;6081764;TESTE GRAVIDEZ 6 DIAS CLEARBLUE;8700216570961;-1;Permanente;CLEARBLUE;;3;29,1;WLS COVILHÃ CANHOSO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0025 - WLS VALONGO II;8428422;KUKIDENT PRO FIXAÇÃO TODO DIA FRESC 47G;8700216596480;-1;Permanente;KUKIDENT;;6;61,14;WLS VALONGO II
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0757 - WLS REGUENGOS;5218361;TESTE GRAVIDEZ 1 MINUTO CLEARBLUE;8700216571104;-1;Permanente;CLEARBLUE;;1;8;WLS REGUENGOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0747 - WLS ALMEIRIM;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;2;29,12;WLS ALMEIRIM
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1945 - WLS PENAFIEL;8428119;KUKIDENT PRO SEM SABOR 47G;8700216594745;-1;Permanente;KUKIDENT;;1;10,19;WLS PENAFIEL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L3767 - WLS ARRÁBIDA SHOP;5333769;KUKIDENT PRO PLUS BARREIRA SAB FRESC 40G;8470001693716;-1;Permanente;KUKIDENT;;1;10;WLS ARRÁBIDA SHOP
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L5605 - WLS QUELUZ P COUCEIR;7637243;KUKIDENT PRO PLUS BARREIRA S/SABOR 40G K;8470001531810;-1;Permanente;KUKIDENT;;7;73,76;WLS QUELUZ P COUCEIR
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L1817 - WLS STRADA OUTLET;7407622;ZZZQUIL MELATONINA 60 GOMAS;7492603;-1;Permanente;ZZZQUIL;;1;27,07;WLS STRADA OUTLET
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L9785 - WLS VIALONGA;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;4;21,96;WLS VIALONGA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0734 - WLS ALHOS VEDROS;7479541;TESTE GRAVIDEZ DIG ULTRA ANTEC CLEARBLUE;6602797;-1;Permanente;CLEARBLUE;;2;31,6;WLS ALHOS VEDROS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L3772 - WLS ELIAS GARCIA;5182926;GRIPONAL 20 COMP. EFERVESCENTES;5472949;-1;Permanente;GRIPONAL;;8;90,4;WLS ELIAS GARCIA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L3801 - WLS T VEDRAS RUA;5152288;VICKS SINEX SENSI ALOE VERA 15ML;5011321836648;-1;Permanente;VICKS;;1;9;WLS T VEDRAS RUA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0791 - WLS GAFANHA NAZARÉ;8514869;CLEARBLUE TESTE OVULAÇÃO 20UN;8700216936583;-1;Permanente;CLEARBLUE;;1;38,5;WLS GAFANHA NAZARÉ
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0793 - WLS PONTE LIMA;8375717;KUKIDENT PRO SEM SABOR 70G;8700216594677;-1;Permanente;KUKIDENT;;1;14,56;WLS PONTE LIMA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0896 - WLS OURÉM;3580611;FIO SUPER-FLOSS ORAL-B 50 FIOS;8700216539005;-1;Permanente;ORAL-B;;4;21,96;WLS OURÉM
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1152 - WLS MIRA MAIA;5218279;KUKIDENT PRO PLUS FIRME MASTIG S/SAB 40G;8470001618801;-1;Permanente;KUKIDENT;;6;71,94;WLS MIRA MAIA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7104 - orl;L0765 - WLS MATOSINHOS;8190358;VICKS TOSSE NATURA 140ML;8700216421546;-1;Permanente;VICKS;;3;35,85;WLS MATOSINHOS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7503 - higiene do bebé;L0760 - WLS ANTAS;6394062;BABYRUB 50 GR VICKS;8470001846150;-1;Permanente;VICKS;;2;16,72;WLS ANTAS
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7001 - dor e febre;L1152 - WLS MIRA MAIA;4995991;ELÁS CREME 100GR;5157250;-1;Permanente;ELAS;;1;15,99;WLS MIRA MAIA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0484 - WLS FORUM COIMBRA;5152288;VICKS SINEX SENSI ALOE VERA 15ML;5011321836648;-1;Permanente;VICKS;;3;27;WLS FORUM COIMBRA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L1254 - WLS FERRARA PLAZA;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;3;42,84;WLS FERRARA PLAZA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L4509 - WLS VIEIRA DE LEIRIA;6780529;VICKS SINEX RESPIR 10ML;5670815;-1;Permanente;VICKS;;3;27;WLS VIEIRA DE LEIRIA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L0484 - WLS FORUM COIMBRA;7397721;KUKIDENT PRO FIXAÇÃO DIA SABOR FRESC 70G;8700216596541;-1;Permanente;KUKIDENT;;2;29,12;WLS FORUM COIMBRA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L1524 - WLS S JOÃO DA FOZ;7637243;KUKIDENT PRO PLUS BARREIRA S/SABOR 40G K;8470001531810;-1;Permanente;KUKIDENT;;2;21,38;WLS S JOÃO DA FOZ
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0747 - WLS ALMEIRIM;7479541;TESTE GRAVIDEZ DIG ULTRA ANTEC CLEARBLUE;6602797;-1;Permanente;CLEARBLUE;;2;31,6;WLS ALMEIRIM
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L1146 - WLS PAÇOS FERREIRA;8399872;ZZZQUIL FORTE 60 GOMAS;7532242;-1;Permanente;ZZZQUIL;;2;59,98;WLS PAÇOS FERREIRA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L0856 - WLS PAREDES;8399872;ZZZQUIL FORTE 60 GOMAS;7532242;-1;Permanente;ZZZQUIL;;5;149,95;WLS PAREDES
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0082 - WLS MANGUALDE;8190318;VICKS XAROPE EXPECTORANTE MEL 180ML;8700216325271;-1;Permanente;VICKS;;1;10,99;WLS MANGUALDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L1204 - WLS OVAR MDL;6081764;TESTE GRAVIDEZ 6 DIAS CLEARBLUE;8700216570961;-1;Permanente;CLEARBLUE;;8;77,6;WLS OVAR MDL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L3161 - WLS PADRAO DA LEGUA;8428422;KUKIDENT PRO FIXAÇÃO TODO DIA FRESC 47G;8700216596480;-1;Permanente;KUKIDENT;;1;10,19;WLS PADRAO DA LEGUA
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L6533 - WLS BAGUIM DO MONTE;7407620;ZZZQUIL MELATONINA 30 GOMAS;7492595;-1;Permanente;ZZZQUIL;;1;17,13;WLS BAGUIM DO MONTE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L3596 - WLS CARREGADO;8016260;ZZZQUIL SPRAY ORAL SONO 30ML;7532259;-1;Permanente;ZZZQUIL;;2;39,14;WLS CARREGADO
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7002 - sistema respiratório;L0482 - WLS VILA CONDE MDL;2997726;VICKS VAPORUB POMADA 100G;5601059001298;-1;Permanente;VICKS;;3;42,84;WLS VILA CONDE MDL
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L0084 - WLS GULPILHARES;6081764;TESTE GRAVIDEZ 6 DIAS CLEARBLUE;8700216570961;-1;Permanente;CLEARBLUE;;7;67,9;WLS GULPILHARES
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7202 - equipamentos;L9782 - WLS ALFRAGIDE;8514869;CLEARBLUE TESTE OVULAÇÃO 20UN;8700216936583;-1;Permanente;CLEARBLUE;;1;38,5;WLS ALFRAGIDE
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7204 - higiene oral;L9778 - WLS Malveira;8428422;KUKIDENT PRO FIXAÇÃO TODO DIA FRESC 47G;8700216596480;-1;Permanente;KUKIDENT;;3;30,57;WLS Malveira
04/2026;78532;PROCTER&GAMBLE PORTUGAL;7101 - suplem. alimentares;L1141 - WLS GAIA JARDIM;7407622;ZZZQUIL MELATONINA 60 GOMAS;7492603;-1;Permanente;ZZZQUIL;;4;114;WLS GAIA JARDIM
