Store Banner;Store Channel;Store Name;Month (Real);Product Group 2;Brand;Cust Item Number;Source Item GTIN;Product Name;POS Unit Sales;Pos Value Sales
WELLS;PHARMA;WELLS CAMPO MAIOR 1;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WELLS PORTALEGRE;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS LISBOA MARECHAL;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WELLS NOVA ARCADA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS FAMALICÃO RET;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS LOURES SHOP II;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WELLS AVEIRO ESTACAO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WELLS CARREGADO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WELLS ALTO DO LUMIAR;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS SAO MARCOS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS TIRES;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS BELAS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ESPINHO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ALCOCHETE;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS V. PRAIA ANCORA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS PORTELA RALIS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ESTORIL;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS VFXIRA HOSPITA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS-VENDAS NOVAS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS GRIJÓ;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS PADRÃO LÉGUA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS BOUCINHAS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS LAVRA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS 5 OUTUBRO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS LOUSADA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS VAGOS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS FIGUEIRA FOZ;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS PORTO DE MÓS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS BOMBARRAL;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS CAMPO GRANDE;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MINHO CENTER;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS COIMBRA EIRAS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS CARCAVELOS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS AV ROMA II;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS BPLANET BARREIRO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS S.MARTINHO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS SEMINÁRIO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS CAMACHA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS RIBEIRA BRAVA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS BENFICA CC;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS PORTELA SHOP;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS AV IGREJA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS - PENAFIEL;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MONUMENTAL;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS STRADA OUTLET;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ILHAVO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS PORTO ALTO II;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS  LAMEGO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WELLS FÁTIMA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS FIÃES;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS SM DA FEIRA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WELLS S.JOÃO DA FOZ;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS OLHÃO (MDL);2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS FARO (MDL);2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS SINTRA (LOUREL);2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS CACÉM;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS FAMALICAO RUA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WELLS TONDELA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS VIZELA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS SINES;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS CARVALHOS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS QUARTEIRA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS LEÇA DO BALIO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS PENICHE;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS RIO MAIOR;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS FERRARA PLAZA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS BRAGANÇA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS LAGOS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MAIA JARDIM;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS OVAR (MH);2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS TORRES NOVAS CNT;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MONTELAVAR;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS CANEDO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS REGUA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS SESIMBRA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS BARREIRO(CNT);2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS TAVIRA G PLAZA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MAIA VIVACI;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MAFRA MH;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS PORTIMAO II;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS OLIVEIRA AZEMEIS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS PAÇOS FERREIRA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS POVOA VARZIM;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS FORUM MONTIJO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS AVINTES;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ARRÁBIDA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS TAPADA MERCES;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS FANZERES;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS STO CAVALEIROS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MOZELOS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS Aveiro Rua;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MAIA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS QUINTA DO CONDE;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MONTIJO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS GUARDA MH;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS OURÉM;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WELLS CHARNECA CAPAR;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS CHAVES;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS EVORA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS TOMAR;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS T.NOVAS MDL;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS VIANA DO CASTELO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS PAREDES;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS TORRES VEDRAS I;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS BRAGA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS AGUEDA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MONÇÃO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ESTREMOZ;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ALVERCA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS S.FELIX MARINHA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS PONTE LIMA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS SILVES;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS GAFANHA NAZARE;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS PORTIMÃO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MADEIRA SHOPPING;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS PINHAL NOVO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MOITA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS NAZARÉ;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ESPOSENDE;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS BEJA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS COIMBRA (MCH);2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS VASCO DA GAMA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS CASCAIS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS OVAR;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ANTAS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS GUIMARAES;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS GRANDOLA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS REGUENGOS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS FUNDÃO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS LEIRIA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS S. COSME;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS PONTE DE SOR;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS FAFE;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ALMEIRIM;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MARINHA GRANDE;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ALBUFEIRA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS S.J.MADEIRA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS TROFA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ARROJA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS V.F. XIRA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS FELGUEIRAS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS GAIA RECHOUSA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ALHOS VEDROS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS CANTANHEDE;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS CALDAS DA RAINHA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ALCOBAÇA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS SPACIO OLIVAIS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS VIVEIROS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS OEIRAS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS STO TIRSO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS ABRANTES;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS CASTELO BRANCO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS SEIXAL;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS AMADORA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS TELHEIRAS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS FÓRUM COIMBRA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS VILA DO CONDE;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MARCO CANAVESES;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS GUIA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS VILA REAL;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS VISEU;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS COVILHÃ;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS RIO TINTO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS AMARANTE;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS GUARDA VIVACI;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS VIVACI CALDAS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS SANTAREM;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MAFRA CNT;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS AVEIRO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS S.JOÃO TALHA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS BARCELOS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS GULPILHARES;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MEM MARTINS;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MANGUALDE;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS POMBAL;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS PALMELA;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS MACHICO;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS VALONGO II;2026M04;Oral Care;Oral-B;8298672;08006530050746;ORAL B iO6Lab Apollo PH ES;0;0
WELLS;PHARMA;WLS OIA;2026M04;Oral Care;Kukident;8432067;08006530008488;KUKIDENT DUPLO 2X40GR ULT SIN SABOR ES;0;0
WELLS;PHARMA;WLS Fernão Ornelas;2026M04;Oral Care;Kukident;8432067;08006530008488;KUKIDENT DUPLO 2X40GR ULT SIN SABOR ES;0;0
WELLS;PHARMA;WELLS Parchal;2026M04;Oral Care;Kukident;8432067;08006530008488;KUKIDENT DUPLO 2X40GR ULT SIN SABOR ES;0;0
WELLS;PHARMA;WLS LOULÉ MDL;2026M04;Oral Care;Kukident;8432067;08006530008488;KUKIDENT DUPLO 2X40GR ULT SIN SABOR ES;0;0
WELLS;PHARMA;WLS SETÚBAL;2026M04;Oral Care;Kukident;8432067;08006530008488;KUKIDENT DUPLO 2X40GR ULT SIN SABOR ES;0;0
WELLS;PHARMA;WLS Odivelas D.Dinis;2026M04;Oral Care;Kukident;8432067;08006530008488;KUKIDENT DUPLO 2X40GR ULT SIN SABOR ES;0;0
WELLS;PHARMA;WLS SEIXAL RP;2026M04;Oral Care;Kukident;8432067;08006530008488;KUKIDENT DUPLO 2X40GR ULT SIN SABOR ES;0;0
WELLS;PHARMA;WLS FRANCELOS;2026M04;Oral Care;Kukident;8432067;08006530008488;KUKIDENT DUPLO 2X40GR ULT SIN SABOR ES;0;0
WELLS;PHARMA;WLS GAIA SHOPPING;2026M04;Oral Care;Kukident;8432067;08006530008488;KUKIDENT DUPLO 2X40GR ULT SIN SABOR ES;0;0
